CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
48209010803,Texas,Hays,0,4478,1882,0,6.0,0.13,0,0,0,0,0,0,9.2,88284.0,0,0,0,0,0,0,0,0,7.0,7.0,,1.0,1.0,,3994.0,89.18,707.0,15.8,799.0,17.85,762.0,17.02,3757.0,83.9,13.0,0.3,12.0,0.27,0.0,0.0,34.0,0.77,177.0,3.95,594.0,13.26,11.0,0.56,83.0,4.39,3543.0,79.12,633.0,14.13,722.0,16.11,641.0,14.31,3336.0,74.5,9.0,0.2,10.0,0.23,0.0,0.0,32.0,0.71,156.0,3.48,550.0,12.27,8.0,0.44,73.0,3.85,7.0,0.15,1.0,0.03,1.0,0.02,2.0,0.05,6.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,857.0,913.0,846.0,4146.0,17.0,12.0,0.0,61.0,242.0,737.0,17.0,93.0
48209010804,Texas,Hays,0,8985,3795,0,95.0,1.06,0,0,0,0,0,0,2.9,93873.0,0,0,0,0,0,0,0,0,,,,,,,8775.0,97.66,1359.0,15.13,1725.0,19.2,1927.0,21.45,8374.0,93.2,36.0,0.4,34.0,0.38,4.0,0.04,77.0,0.85,251.0,2.8,755.0,8.4,18.0,0.48,116.0,3.06,8236.0,91.66,1272.0,14.15,1653.0,18.4,1739.0,19.36,7872.0,87.62,29.0,0.32,31.0,0.34,4.0,0.04,68.0,0.75,233.0,2.59,705.0,7.85,16.0,0.43,109.0,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480.0,1749.0,1983.0,8577.0,36.0,34.0,4.0,77.0,257.0,775.0,20.0,123.0
48209010805,Texas,Hays,0,5738,1886,0,0.0,0.0,0,0,0,0,0,0,2.7,143013.0,0,0,0,0,0,0,0,0,,,,,,,5738.0,100.0,217.0,3.78,1867.0,32.54,424.0,7.39,5160.0,89.93,79.0,1.38,176.0,3.07,6.0,0.1,19.0,0.33,298.0,5.19,653.0,11.38,33.0,1.74,26.0,1.39,5738.0,100.0,217.0,3.78,1867.0,32.54,424.0,7.39,5160.0,89.93,79.0,1.38,176.0,3.07,6.0,0.1,19.0,0.33,298.0,5.19,653.0,11.38,33.0,1.74,26.0,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.0,1867.0,424.0,5160.0,79.0,176.0,6.0,19.0,298.0,653.0,51.0,39.0
48209010806,Texas,Hays,0,3655,1298,0,19.0,0.52,0,0,0,0,0,0,8.4,125625.0,0,0,0,0,0,0,0,0,,,,,,,3587.0,98.14,753.0,20.59,982.0,26.87,378.0,10.33,3363.0,92.01,27.0,0.73,37.0,1.01,3.0,0.08,16.0,0.44,141.0,3.87,329.0,8.99,13.0,0.98,38.0,2.9,3354.0,91.76,705.0,19.29,908.0,24.85,358.0,9.79,3146.0,86.07,26.0,0.71,36.0,0.98,3.0,0.08,16.0,0.44,127.0,3.47,294.0,8.06,13.0,0.98,35.0,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.0,1003.0,384.0,3426.0,27.0,37.0,3.0,16.0,146.0,340.0,15.0,44.0
48209010807,Texas,Hays,0,1962,753,0,56.0,2.85,0,0,0,0,0,0,7.5,100174.0,0,0,0,0,0,0,0,0,128.0,128.0,,26.0,26.0,,1962.0,100.0,514.0,26.18,441.0,22.48,326.0,16.62,1774.0,90.42,12.0,0.61,9.0,0.46,1.0,0.05,10.0,0.51,156.0,7.95,269.0,13.71,31.0,4.16,29.0,3.82,1888.0,96.22,492.0,25.06,421.0,21.47,314.0,15.99,1707.0,86.99,11.0,0.57,9.0,0.46,1.0,0.05,10.0,0.5,150.0,7.66,259.0,13.2,30.0,4.05,28.0,3.66,128.0,6.55,26.0,1.33,19.0,0.97,16.0,0.82,125.0,6.36,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.12,9.0,0.48,4.0,0.5,2.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,554.0,441.0,326.0,1774.0,12.0,9.0,1.0,10.0,156.0,269.0,34.0,30.0
48209010808,Texas,Hays,0,5844,2158,0,6.0,0.1,0,0,0,0,0,0,11.3,101250.0,0,0,0,0,0,0,0,0,159.0,159.0,,16.0,16.0,,5844.0,100.0,925.0,15.82,1523.0,26.06,584.0,9.99,5286.0,90.45,36.0,0.62,54.0,0.92,0.0,0.0,28.0,0.48,440.0,7.53,757.0,12.95,3.0,0.13,78.0,3.64,5721.0,97.9,906.0,15.5,1493.0,25.55,563.0,9.64,5201.0,89.0,35.0,0.6,54.0,0.92,0.0,0.0,26.0,0.45,405.0,6.93,716.0,12.26,3.0,0.13,77.0,3.56,159.0,2.71,16.0,0.28,30.0,0.51,20.0,0.35,143.0,2.45,0.0,0.01,2.0,0.03,0.0,0.0,1.0,0.01,13.0,0.22,14.0,0.24,0.0,0.0,2.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,946.0,1523.0,584.0,5286.0,36.0,54.0,0.0,28.0,440.0,757.0,3.0,75.0
48209010809,Texas,Hays,0,4950,1723,0,0.0,0.0,0,0,0,0,0,0,6.5,125375.0,0,0,0,0,0,0,0,0,,,,,,,4819.0,97.36,582.0,11.75,1344.0,27.16,440.0,8.89,4409.0,89.07,31.0,0.63,40.0,0.81,15.0,0.3,41.0,0.83,284.0,5.73,598.0,12.08,12.0,0.67,23.0,1.34,4420.0,89.3,523.0,10.56,1212.0,24.49,414.0,8.35,4119.0,83.22,31.0,0.62,40.0,0.8,15.0,0.3,26.0,0.52,190.0,3.83,416.0,8.41,10.0,0.59,21.0,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.0,1382.0,452.0,4525.0,31.0,40.0,15.0,41.0,298.0,630.0,15.0,28.0
48209010901,Texas,Hays,0,7769,2788,0,0.0,0.0,0,0,0,0,0,0,0.9,105700.0,0,0,0,0,0,0,0,0,,,,,,,7769.0,100.0,385.0,4.96,1870.0,24.07,773.0,9.95,7161.0,92.17,128.0,1.65,65.0,0.84,3.0,0.04,18.0,0.23,394.0,5.07,1290.0,16.6,27.0,0.97,39.0,1.39,7769.0,100.0,385.0,4.96,1870.0,24.07,773.0,9.95,7161.0,92.17,128.0,1.65,65.0,0.84,3.0,0.04,18.0,0.23,394.0,5.07,1290.0,16.6,27.0,0.97,39.0,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.0,1870.0,773.0,7161.0,128.0,65.0,3.0,18.0,394.0,1290.0,31.0,41.0
48209010902,Texas,Hays,0,10095,3510,0,3.0,0.03,0,0,0,0,0,0,5.3,103611.0,0,0,0,0,0,0,0,0,,,,,,,10058.0,99.63,1767.0,17.5,2897.0,28.7,731.0,7.24,8687.0,86.05,239.0,2.36,102.0,1.01,4.0,0.04,59.0,0.58,968.0,9.59,3227.0,31.97,73.0,2.07,126.0,3.58,9028.0,89.43,1531.0,15.16,2591.0,25.66,673.0,6.67,7831.0,77.58,211.0,2.09,89.0,0.88,3.0,0.03,54.0,0.54,839.0,8.31,2794.0,27.68,61.0,1.73,113.0,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2611.0,2908.0,732.0,8718.0,239.0,102.0,4.0,59.0,973.0,3242.0,133.0,217.0
48209010905,Texas,Hays,0,5639,1881,0,0.0,0.0,0,0,0,0,0,0,4.9,86500.0,0,0,0,0,0,0,0,0,,,,,,,5639.0,100.0,1405.0,24.92,1705.0,30.24,470.0,8.33,4577.0,81.17,208.0,3.69,46.0,0.82,0.0,0.0,32.0,0.57,776.0,13.76,2296.0,40.72,22.0,1.17,169.0,8.97,5639.0,100.0,1405.0,24.92,1705.0,30.24,470.0,8.33,4577.0,81.17,208.0,3.69,46.0,0.82,0.0,0.0,32.0,0.57,776.0,13.76,2296.0,40.72,22.0,1.17,169.0,8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618.0,1705.0,470.0,4577.0,208.0,46.0,0.0,32.0,776.0,2296.0,34.0,218.0
48209010906,Texas,Hays,0,11434,3294,0,391.0,3.42,0,0,0,0,0,0,8.0,76055.0,0,0,0,0,0,0,0,0,,,,,,,11204.0,97.99,2111.0,18.46,3742.0,32.73,441.0,3.85,7642.0,66.84,777.0,6.79,104.0,0.91,16.0,0.14,83.0,0.73,2581.0,22.58,6109.0,53.43,3.0,0.11,114.0,3.46,10121.0,88.52,1751.0,15.32,3332.0,29.14,396.0,3.47,6969.0,60.95,738.0,6.46,101.0,0.88,14.0,0.13,70.0,0.61,2229.0,19.5,5366.0,46.93,2.0,0.07,104.0,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2488.0,3833.0,451.0,7766.0,783.0,105.0,17.0,86.0,2677.0,6288.0,5.0,166.0
48209010907,Texas,Hays,0,10854,2965,0,0.0,0.0,0,0,0,0,0,1,20.2,68310.0,0,0,0,0,0,0,0,0,,,,,,,8875.0,81.76,3603.0,33.19,3027.0,27.89,392.0,3.61,5500.0,50.67,311.0,2.87,49.0,0.46,1.0,0.01,80.0,0.74,2933.0,27.02,6094.0,56.14,19.0,0.64,532.0,17.95,4532.0,41.75,1843.0,16.98,1544.0,14.23,205.0,1.89,2694.0,24.82,130.0,1.2,8.0,0.08,1.0,0.01,37.0,0.34,1661.0,15.3,3347.0,30.84,6.0,0.2,262.0,8.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6142.0,3741.0,467.0,6727.0,388.0,65.0,1.0,102.0,3571.0,7533.0,49.0,833.0
48209010908,Texas,Hays,1,7256,2179,0,0.0,0.0,0,0,0,0,0,0,9.3,76190.0,1,1,1,1,1,0,0,0,3695.0,6109.0,3695.0,727.0,1274.0,727.0,6109.0,84.19,1274.0,17.56,2007.0,27.66,269.0,3.7,4100.0,56.51,271.0,3.73,84.0,1.16,10.0,0.13,61.0,0.83,1584.0,21.82,3763.0,51.86,0.0,0.0,136.0,6.26,3695.0,50.92,727.0,10.02,1176.0,16.21,158.0,2.18,2466.0,33.99,142.0,1.95,54.0,0.75,5.0,0.07,36.0,0.49,992.0,13.68,2334.0,32.16,0.0,0.0,82.0,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2947.0,2417.0,315.0,4714.0,305.0,87.0,10.0,91.0,2049.0,4697.0,0.0,293.0
48209010909,Texas,Hays,1,5191,1755,0,0.0,0.0,0,0,0,0,0,0,4.4,91752.0,1,1,1,1,1,0,0,0,2187.0,5087.0,2187.0,369.0,836.0,369.0,5087.0,98.01,836.0,16.11,1789.0,34.46,188.0,3.63,4328.0,83.37,123.0,2.38,61.0,1.18,5.0,0.09,54.0,1.04,517.0,9.95,1499.0,28.88,17.0,0.95,82.0,4.69,2187.0,42.14,369.0,7.11,767.0,14.77,88.0,1.7,1915.0,36.89,31.0,0.6,25.0,0.49,3.0,0.06,23.0,0.44,190.0,3.66,565.0,10.88,2.0,0.12,36.0,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1268.0,1825.0,192.0,4408.0,125.0,65.0,5.0,56.0,532.0,1539.0,46.0,137.0
48209010910,Texas,Hays,1,7943,2449,0,0.0,0.0,0,0,0,0,0,0,5.2,78686.0,1,1,1,1,1,0,0,0,4741.0,7732.0,4741.0,1260.0,2069.0,1260.0,7732.0,97.35,2069.0,26.04,2708.0,34.09,308.0,3.88,5551.0,69.88,424.0,5.34,83.0,1.04,6.0,0.08,76.0,0.96,1593.0,20.06,3990.0,50.23,43.0,1.77,215.0,8.79,4741.0,59.69,1260.0,15.86,1662.0,20.92,190.0,2.39,3437.0,43.27,284.0,3.58,54.0,0.67,4.0,0.05,51.0,0.65,911.0,11.47,2325.0,29.27,27.0,1.09,130.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3159.0,2794.0,315.0,5694.0,444.0,83.0,6.0,76.0,1640.0,4130.0,57.0,304.0
48211950300,Texas,Hemphill,0,3807,1382,0,40.0,1.05,0,0,0,0,0,0,14.0,67257.0,0,0,0,0,0,0,0,0,403.0,403.0,12.0,106.0,106.0,3.0,2597.0,68.22,876.0,23.0,718.0,18.86,386.0,10.14,2291.0,60.19,7.0,0.18,11.0,0.29,3.0,0.08,9.0,0.23,276.0,7.25,625.0,16.41,32.0,2.28,104.0,7.52,1114.0,29.26,311.0,8.16,256.0,6.72,194.0,5.09,1005.0,26.4,5.0,0.13,10.0,0.26,2.0,0.05,1.0,0.03,91.0,2.39,135.0,3.54,5.0,0.37,47.0,3.43,403.0,10.6,106.0,2.78,79.0,2.07,89.0,2.35,367.0,9.65,0.0,0.0,2.0,0.05,0.0,0.0,1.0,0.03,33.0,0.87,37.0,0.97,0.0,0.0,19.0,1.34,12.0,0.31,3.0,0.08,2.0,0.05,2.0,0.06,9.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,2.0,0.05,3.0,0.09,0.0,0.0,1.0,0.05,1419.0,1116.0,492.0,3310.0,9.0,18.0,3.0,15.0,452.0,1086.0,40.0,144.0
48213950100,Texas,Henderson,0,6644,2714,0,85.0,1.28,0,0,0,0,1,0,13.3,66513.0,0,0,0,0,0,0,0,1,,,,,,,6184.0,93.08,1790.0,26.94,1382.0,20.8,1311.0,19.73,5559.0,83.66,330.0,4.96,40.0,0.61,2.0,0.03,27.0,0.41,227.0,3.42,285.0,4.29,101.0,3.74,237.0,8.73,4676.0,70.38,1446.0,21.76,1047.0,15.76,928.0,13.97,4272.0,64.3,176.0,2.66,22.0,0.33,2.0,0.03,18.0,0.27,186.0,2.8,250.0,3.76,82.0,3.03,180.0,6.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714.0,1493.0,1399.0,5995.0,336.0,47.0,2.0,28.0,236.0,299.0,103.0,248.0
48213950200,Texas,Henderson,0,5249,1961,0,0.0,0.0,0,0,0,0,1,0,12.5,68000.0,1,1,0,0,0,1,0,1,1136.0,1136.0,,443.0,443.0,,5249.0,100.0,2086.0,39.75,1365.0,26.0,787.0,14.99,4620.0,88.02,225.0,4.29,9.0,0.17,2.0,0.04,15.0,0.29,378.0,7.2,543.0,10.34,109.0,5.55,328.0,16.74,5249.0,100.0,2086.0,39.75,1365.0,26.0,787.0,14.99,4620.0,88.02,225.0,4.29,9.0,0.17,2.0,0.04,15.0,0.29,378.0,7.2,543.0,10.34,109.0,5.55,328.0,16.74,1136.0,21.64,443.0,8.44,263.0,5.01,223.0,4.24,1057.0,20.13,15.0,0.29,2.0,0.04,0.0,0.0,7.0,0.13,55.0,1.04,89.0,1.7,28.0,1.41,75.0,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,2193.0,1365.0,787.0,4620.0,225.0,9.0,2.0,15.0,378.0,543.0,99.0,319.0
48213950300,Texas,Henderson,0,7689,3055,0,97.0,1.26,0,0,0,0,0,0,12.2,64625.0,0,0,0,0,0,0,0,0,457.0,457.0,,115.0,115.0,,7600.0,98.84,2548.0,33.14,1639.0,21.32,1581.0,20.57,6779.0,88.16,224.0,2.91,23.0,0.3,1.0,0.01,26.0,0.33,547.0,7.12,876.0,11.39,56.0,1.82,222.0,7.25,7531.0,97.94,2522.0,32.8,1623.0,21.1,1573.0,20.45,6719.0,87.39,222.0,2.88,23.0,0.3,1.0,0.01,25.0,0.33,541.0,7.04,843.0,10.97,55.0,1.81,219.0,7.18,457.0,5.94,115.0,1.5,104.0,1.35,84.0,1.09,406.0,5.28,2.0,0.03,2.0,0.02,0.0,0.0,2.0,0.03,45.0,0.59,52.0,0.68,0.0,0.0,13.0,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,2780.0,1646.0,1592.0,6850.0,237.0,23.0,1.0,29.0,549.0,882.0,57.0,224.0
48213950400,Texas,Henderson,0,4461,1631,0,94.0,2.11,0,0,0,0,0,0,7.3,57917.0,0,0,0,0,0,0,0,0,93.0,93.0,,31.0,31.0,,4461.0,100.0,1492.0,33.45,1058.0,23.72,805.0,18.05,3896.0,87.33,144.0,3.23,5.0,0.11,0.0,0.0,32.0,0.72,384.0,8.61,518.0,11.61,47.0,2.9,80.0,4.88,4461.0,100.0,1492.0,33.45,1058.0,23.72,805.0,18.05,3896.0,87.33,144.0,3.23,5.0,0.11,0.0,0.0,32.0,0.72,384.0,8.61,518.0,11.61,47.0,2.9,80.0,4.88,93.0,2.09,31.0,0.69,20.0,0.46,14.0,0.31,90.0,2.01,1.0,0.02,0.0,0.0,0.0,0.0,2.0,0.04,1.0,0.02,6.0,0.13,1.0,0.06,2.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,1466.0,1058.0,805.0,3896.0,144.0,5.0,0.0,32.0,384.0,518.0,47.0,79.0
48213950500,Texas,Henderson,0,2476,930,0,14.0,0.57,0,0,0,0,0,0,13.9,57292.0,0,0,0,0,0,0,0,0,2.0,2.0,,1.0,1.0,,2476.0,100.0,858.0,34.67,656.0,26.49,386.0,15.59,2364.0,95.48,17.0,0.69,2.0,0.08,0.0,0.0,10.0,0.4,83.0,3.35,131.0,5.29,52.0,5.59,106.0,11.42,2469.0,99.73,856.0,34.57,654.0,26.42,385.0,15.54,2358.0,95.23,17.0,0.69,2.0,0.08,0.0,0.0,10.0,0.4,82.0,3.33,130.0,5.25,52.0,5.57,106.0,11.39,2.0,0.09,1.0,0.03,0.0,0.01,1.0,0.02,2.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,808.0,656.0,386.0,2364.0,17.0,2.0,0.0,10.0,83.0,131.0,49.0,107.0
48213950601,Texas,Henderson,0,3443,1400,0,0.0,0.0,0,0,0,0,0,1,22.9,45909.0,0,0,0,0,0,0,0,0,,,,,,,3322.0,96.49,1701.0,49.41,727.0,21.13,641.0,18.63,3099.0,90.0,36.0,1.05,6.0,0.17,2.0,0.06,25.0,0.72,154.0,4.48,276.0,8.01,82.0,5.83,334.0,23.89,2864.0,83.17,1468.0,42.63,645.0,18.73,565.0,16.42,2669.0,77.51,35.0,1.02,3.0,0.09,2.0,0.06,17.0,0.49,138.0,4.01,247.0,7.17,72.0,5.11,288.0,20.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2062.0,751.0,664.0,3213.0,37.0,6.0,2.0,25.0,160.0,286.0,95.0,396.0
48213950602,Texas,Henderson,0,4652,1906,0,0.0,0.0,0,0,0,1,1,1,19.7,52932.0,0,0,0,0,0,0,0,1,,,,,,,4227.0,90.87,1688.0,36.28,989.0,21.26,845.0,18.16,3890.0,83.62,63.0,1.36,58.0,1.24,3.0,0.06,23.0,0.48,191.0,4.1,264.0,5.67,108.0,5.66,174.0,9.15,2713.0,58.33,1114.0,23.95,604.0,12.99,603.0,12.95,2557.0,54.97,29.0,0.61,26.0,0.55,1.0,0.02,15.0,0.32,86.0,1.85,141.0,3.04,78.0,4.07,113.0,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965.0,1113.0,896.0,4270.0,73.0,67.0,4.0,23.0,215.0,300.0,127.0,216.0
48213950700,Texas,Henderson,0,4385,1660,0,0.0,0.0,0,0,0,0,0,1,17.2,46970.0,0,0,0,0,0,0,0,0,29.0,29.0,,14.0,14.0,,4060.0,92.6,1928.0,43.96,957.0,21.83,687.0,15.67,3764.0,85.85,35.0,0.8,2.0,0.05,3.0,0.07,28.0,0.63,228.0,5.21,450.0,10.25,34.0,2.03,214.0,12.87,3531.0,80.52,1680.0,38.31,838.0,19.1,601.0,13.71,3276.0,74.7,30.0,0.69,2.0,0.05,2.0,0.04,26.0,0.58,195.0,4.45,403.0,9.19,30.0,1.81,184.0,11.1,29.0,0.65,14.0,0.32,9.0,0.21,4.0,0.1,28.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.01,1.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,2081.0,1062.0,724.0,4076.0,42.0,2.0,3.0,28.0,234.0,479.0,36.0,233.0
48213950800,Texas,Henderson,0,4769,2177,0,0.0,0.0,0,0,0,0,0,1,12.9,54615.0,0,0,0,0,0,0,0,0,,,,,,,4769.0,100.0,1890.0,39.63,711.0,14.91,1252.0,26.25,4544.0,95.28,42.0,0.88,14.0,0.29,8.0,0.17,24.0,0.5,137.0,2.87,221.0,4.63,46.0,2.13,215.0,9.89,4596.0,96.38,1820.0,38.16,682.0,14.29,1211.0,25.4,4375.0,91.74,41.0,0.87,13.0,0.27,7.0,0.15,24.0,0.5,136.0,2.85,219.0,4.59,46.0,2.13,208.0,9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.0,711.0,1252.0,4544.0,42.0,14.0,8.0,24.0,137.0,221.0,39.0,220.0
48213950901,Texas,Henderson,1,5252,2167,0,0.0,0.0,1,1,1,0,0,1,18.5,54925.0,1,1,1,1,1,0,0,0,5252.0,5252.0,5252.0,2047.0,2047.0,2047.0,5252.0,100.0,2047.0,38.98,1046.0,19.92,1233.0,23.48,4888.0,93.07,72.0,1.37,15.0,0.29,2.0,0.04,43.0,0.82,232.0,4.42,360.0,6.85,72.0,3.34,271.0,12.48,5252.0,100.0,2047.0,38.98,1046.0,19.92,1233.0,23.48,4888.0,93.07,72.0,1.37,15.0,0.29,2.0,0.04,43.0,0.82,232.0,4.42,360.0,6.85,72.0,3.34,271.0,12.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2152.0,1046.0,1233.0,4888.0,72.0,15.0,2.0,43.0,232.0,360.0,59.0,281.0
48213950902,Texas,Henderson,1,2085,902,0,0.0,0.0,1,1,1,0,0,1,26.6,47731.0,1,1,1,1,1,0,0,0,2031.0,2085.0,2031.0,1056.0,1079.0,1056.0,2085.0,100.0,1079.0,51.74,419.0,20.1,510.0,24.46,1784.0,85.56,207.0,9.93,8.0,0.38,0.0,0.0,15.0,0.72,71.0,3.41,79.0,3.79,90.0,9.93,202.0,22.41,2031.0,97.4,1056.0,50.67,416.0,19.93,496.0,23.79,1747.0,83.8,193.0,9.25,8.0,0.38,0.0,0.0,15.0,0.72,68.0,3.25,78.0,3.73,88.0,9.71,196.0,21.74,89.0,4.27,52.0,2.51,28.0,1.35,7.0,0.33,87.0,4.17,0.0,0.02,1.0,0.04,0.0,0.0,0.0,0.0,1.0,0.04,2.0,0.08,4.0,0.43,7.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,1109.0,419.0,510.0,1784.0,207.0,8.0,0.0,15.0,71.0,79.0,88.0,195.0
48213950903,Texas,Henderson,0,2311,1016,0,0.0,0.0,0,0,0,0,0,0,13.2,76458.0,0,0,0,0,0,0,0,0,,,,,,,2311.0,100.0,723.0,31.27,369.0,15.97,601.0,26.01,2142.0,92.69,73.0,3.16,5.0,0.22,1.0,0.04,10.0,0.43,80.0,3.46,136.0,5.88,9.0,0.88,68.0,6.71,2311.0,100.0,723.0,31.27,369.0,15.97,601.0,26.01,2142.0,92.69,73.0,3.16,5.0,0.22,1.0,0.04,10.0,0.43,80.0,3.46,136.0,5.88,9.0,0.88,68.0,6.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.0,369.0,601.0,2142.0,73.0,5.0,1.0,10.0,80.0,136.0,10.0,69.0
48213951000,Texas,Henderson,1,2013,742,0,80.0,3.97,0,1,0,0,0,1,38.5,33000.0,0,1,0,1,0,0,0,0,166.0,1324.0,166.0,116.0,969.0,116.0,1324.0,65.77,969.0,48.13,338.0,16.79,281.0,13.95,950.0,47.19,244.0,12.13,1.0,0.05,1.0,0.05,12.0,0.61,115.0,5.74,195.0,9.69,58.0,7.77,152.0,20.52,166.0,8.26,116.0,5.75,37.0,1.83,57.0,2.84,140.0,6.96,11.0,0.56,0.0,0.0,0.0,0.0,1.0,0.07,14.0,0.67,23.0,1.13,3.0,0.45,16.0,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855.0,541.0,390.0,1372.0,390.0,1.0,1.0,16.0,233.0,352.0,112.0,263.0
